ID_aux;CODIGO;VIA;PREFERENCIA;PTJE_POND;TIPO_MATRICULA
id_8673586677336;17005;1;1;695,15;1
id_8673586677305;36050;1;2;645,05;1
id_8673586677368;42002;1;2;667,4;1
id_8673586677361;40072;1;1;569,35;1
id_8670586677081;49314;1;2;572,7;1
id_8670586677098;50527;1;1;617,8;1
id_8670586677095;21076;1;1;484,4;1
id_8670586677093;45021;1;11;546,95;2
id_8670586677055;35071;1;2;610,25;1
id_8670586677074;49314;1;1;530,35;1
id_8670586677049;19088;1;1;516,3;1
id_8670586677046;11045;1;1;745,15;1
id_8670586677021;34048;1;1;543;1
id_8670586677020;16036;1;1;650;1
id_8670586677008;12051;1;1;726,35;1
id_8670586677009;38003;1;1;588,5;1
id_8670586677004;44007;1;2;544,45;1
id_8670586677064;41000;1;2;550,3;1
id_8676586677698;17825;1;1;590,95;1
id_8676586677693;33024;1;1;609;1
id_8676586677611;16001;1;4;620,55;1
id_8676586677649;30022;1;1;616,6;1
id_8676586677645;38171;1;3;622,35;1
id_8676586677641;12057;1;1;712,8;1
id_8676586677628;51240;1;2;513,7;1
id_8676586677624;46401;1;1;603,3;1
id_8676586677623;12013;1;2;640,8;1
id_8676586677620;35066;1;2;504,75;1
id_8676586677604;50531;1;1;512;1
id_8676586677600;50810;1;3;559,4;1
id_8676586677667;11045;1;2;736,65;1
id_8676586677664;20024;1;1;597,95;1
id_8676586677666;39101;1;1;496,55;1
id_8618586671887;42011;1;1;602,3;1
id_8618586671892;39419;1;1;543,9;1
id_8618586671853;14013;1;1;618,6;1
id_8618586671819;50228;1;3;530,8;1
id_8618586671841;41165;1;1;712;1
id_8618586671844;35075;1;4;580,65;1
id_8618586671839;11045;1;1;786,9;1
id_8618586671837;38083;1;1;593,4;1
id_8618586671831;50225;1;6;730,6;1
id_8618586671830;23048;1;1;567,9;1
id_8618586671805;20086;1;1;585,3;1
id_8618586671807;38003;1;1;588,1;1
id_8618586671861;50221;1;1;540,8;1
id_8618586671866;50919;1;4;584,9;1
id_8619586671983;16080;1;1;568,1;1
id_8619586671986;38170;1;2;737;1
id_8619586671998;29086;1;1;616,3;1
id_8619586671991;41107;1;1;576,6;1
id_8619586671994;29028;1;1;555,4;1
id_8619586671993;26032;1;2;550,5;1
id_8619586671977;37090;1;1;483,05;1
id_8619586671976;44007;1;1;623;1
id_8619586671910;11070;1;4;669,5;1
id_8619586671942;11069;2;1;696,5;4
id_8619586671927;48004;1;1;554,2;1
id_8619586671924;12028;1;1;654,9;1
id_8619586671969;29027;1;2;601,6;1
id_8619586671963;47302;1;1;733,1;1
id_8615586671583;13022;1;2;553,6;1
id_8615586671593;49003;1;4;521,9;1
id_8615586671559;46306;3;11;881,894;2
id_8615586671511;16085;1;1;567,2;1
id_8615586671531;33072;1;1;558,6;1
id_8615586671533;21081;1;1;620,7;1
id_8615586671569;36065;1;1;630,9;1
id_8615586671564;50119;1;3;688,5;1
id_8615586671566;13040;1;1;606,85;1
id_8617586671781;45009;1;2;550,7;1
id_8617586671798;50202;1;1;617,3;1
id_8617586671793;44037;1;1;647,2;1
id_8617586671757;43007;1;3;635,8;1
id_8617586671753;41103;1;1;492,6;1
id_8617586671746;44032;1;2;503,7;1
id_8617586671723;49307;1;1;482,3;1
id_8617586671709;16081;1;1;501,65;1
id_8617586671766;13068;1;1;594,15;1
id_8611586671185;35040;1;1;660,9;1
id_8611586671183;15141;1;1;651,6;1
id_8611586671197;41004;1;2;717,8;1
id_8611586671192;50102;1;2;462,3;1
id_8611586671156;11024;1;1;656,9;1
id_8611586671119;16035;1;4;653,4;1
id_8611586671117;11055;1;1;723,7;1
id_8611586671116;36001;3;2;805,454;1
id_8611586671141;16004;1;1;753,9;1
id_8611586671126;35079;1;3;714,95;1
id_8611586671139;53106;1;1;667,5;1
id_8611586671108;15433;1;1;550,4;1
id_8611586671106;46401;1;2;467,2;1
id_8614586671489;34101;1;4;571,6;1
id_8614586671499;11026;1;1;648,7;1
id_8614586671455;19005;1;1;589,8;1
id_8614586671457;12026;1;1;665;1
id_8614586671474;49108;1;4;486,2;1
id_8614586671438;50812;1;2;567,05;1
id_8614586671430;29066;1;2;579,1;1
id_8614586671467;13075;1;2;583,25;1
id_8612586671280;46305;1;2;549,35;1
id_8612586671291;13007;1;2;615,8;1
id_8612586671258;13058;1;1;667;1
id_8612586671252;21047;1;1;563,45;1
id_8612586671256;49002;1;1;526,4;1
id_8612586671270;47302;1;9;743,6;1
id_8612586671211;12039;1;1;779;1
id_8612586671227;49308;1;1;532,25;1
id_8612586671224;41071;1;1;546;1
id_8612586671238;49002;1;1;489,7;1
id_8612586671233;11031;1;3;622,4;1
id_8612586671202;29015;1;1;584,7;1
id_8612586671200;50502;1;2;555,9;1
id_8612586671266;41009;1;1;536,3;1
id_8613586671396;41026;1;1;564;1
id_8613586671351;51152;1;1;483,3;1
id_8613586671372;15360;1;1;714,5;1
id_8613586671322;17076;1;1;677,9;1
id_8613586671323;15271;1;1;626,8;1
id_8613586671369;20052;1;1;593,9;1
id_8613586671365;19020;1;3;559,3;1
id_8613586671367;21043;3;1;746,822;1
id_8613586671361;41063;1;2;578,2;1
id_8610586671089;11083;1;2;782,2;1
id_8610586671084;13037;1;1;581,25;1
id_8610586671092;39409;1;1;476;1
id_8610586671096;41126;1;1;552,9;1
id_8610586671053;16017;1;2;559,95;1
id_8610586671070;29027;1;2;622,5;1
id_8610586671018;12039;1;1;787,5;1
id_8610586671012;17033;1;3;610,95;1
id_8610586671023;50810;1;1;561,7;1
id_8610586671037;11086;1;4;718;1
id_8610586671009;53310;1;7;731,45;1
id_8610586671064;13025;1;1;548,4;1
id_8616586671685;12018;1;1;682,7;1
id_8616586671680;41032;1;6;524,8;1
id_8616586671686;12006;1;2;673,55;1
id_8616586671657;44024;1;1;701,2;1
id_8616586671672;41162;1;1;538,4;1
id_8616586671619;41032;1;1;635,7;1
id_8616586671625;51130;1;2;534,4;1
id_8616586671627;41048;1;1;492,7;1
id_8616586671626;14063;1;1;606;1
id_8616586671635;49212;1;3;554,05;1
id_8616586671630;25052;1;2;528,15;1
id_8616586671667;50508;1;4;520,5;1
id_8648586674885;14001;1;1;594,2;1
id_8648586674886;40030;1;1;585,75;1
id_8648586674897;39411;1;3;730,8;1
id_8648586674871;12006;1;1;746,4;1
id_8648586674876;41045;1;3;559,2;1
id_8648586674818;49203;1;1;544,3;1
id_8648586674816;15180;1;1;596,1;1
id_8648586674825;37040;1;1;540,9;1
id_8648586674831;29037;1;3;498,4;1
id_8648586674834;11045;1;1;733,9;1
id_8648586674864;14015;1;2;572;1
id_8649586674987;20076;1;1;689;1
id_8649586674997;17037;1;2;554,2;1
id_8649586674970;39422;1;3;711,25;1
id_8649586674916;37029;1;1;563,8;1
id_8649586674969;41029;1;1;541,7;1
id_8649586674962;25004;1;2;528,85;1
id_8649586674963;11045;1;1;724,8;1
id_8645586674585;50528;1;2;538,4;1
id_8645586674586;20086;1;1;603,5;1
id_8645586674598;30020;1;3;722,05;1
id_8645586674557;38173;1;7;651,1;1
id_8645586674510;38005;1;6;655,6;1
id_8645586674516;16034;1;1;608,45;1
id_8645586674503;41096;1;1;523,2;1
id_8645586674565;12017;1;1;768;1
id_8645586674564;49205;1;4;609,65;1
id_8645586674563;55044;1;1;543,5;1
id_8647586674785;13064;1;2;586,45;1
id_8647586674791;44031;1;1;616,2;1
id_8647586674792;11081;1;1;664,6;1
id_8647586674757;42022;1;1;692,2;1
id_8647586674753;41059;1;2;511,8;1
id_8647586674712;49304;1;11;485;2
id_8647586674713;18039;1;2;548,3;1
id_8647586674745;12006;1;1;721,35;1
id_8647586674742;55069;1;1;662,2;1
id_8647586674721;12021;1;1;753,25;1
id_8647586674731;18086;1;2;505,5;1
id_8647586674736;12006;1;1;679,7;1
id_8647586674767;38172;1;2;634,05;1
id_8641586674158;14063;1;1;617,35;1
id_8641586674155;12021;1;1;753,3;1
id_8641586674152;50115;1;1;596,3;1
id_8641586674171;27023;1;1;488,9;1
id_8641586674173;11005;1;2;607,65;1
id_8641586674148;51210;1;4;502,9;1
id_8641586674147;21047;1;1;567,75;1
id_8641586674132;17842;1;1;577,8;1
id_8641586674103;17840;1;1;527,2;1
id_8641586674106;44028;1;1;562,9;1
id_8641586674167;45004;1;1;553,9;1
id_8644586674484;29021;1;1;594,7;1
id_8644586674480;43032;1;1;701,7;1
id_8644586674486;38323;1;3;660,1;1
id_8644586674492;41032;1;1;647,1;1
id_8644586674452;12046;1;1;756,75;1
id_8644586674453;38323;1;2;662,95;1
id_8644586674478;44019;1;3;764,65;1
id_8644586674471;16005;1;3;610,8;1
id_8644586674411;41063;1;6;688,75;1
id_8644586674414;15160;1;1;668,7;1
id_8644586674413;34021;1;1;714,2;1
id_8644586674439;44037;1;1;598;1
id_8644586674463;44022;1;1;606,3;1
id_8642586674285;50108;1;1;646,6;1
id_8642586674286;41068;1;3;631,5;1
id_8642586674259;49313;1;1;549,75;1
id_8642586674275;11001;1;1;663;1
id_8642586674277;41024;1;1;569,2;1
id_8642586674270;42024;1;1;608,7;1
id_8642586674276;41127;1;1;563,45;1
id_8642586674215;51174;1;1;530,9;1
id_8642586674212;29028;1;2;560,6;1
id_8642586674216;46107;1;1;656,35;8
id_8642586674225;15131;1;1;648;1
id_8642586674224;33023;1;1;608,6;1
id_8642586674208;12026;1;1;639,25;1
id_8642586674269;42002;1;1;692,3;1
id_8642586674267;34088;1;1;572,75;3
id_8643586674381;41078;1;2;622,9;1
id_8643586674393;50132;1;2;605,9;1
id_8643586674358;29064;1;1;488,1;1
id_8643586674351;25002;1;1;611,45;1
id_8643586674318;37019;1;1;581,2;1
id_8643586674312;12004;1;1;756,3;1
id_8643586674343;13004;1;3;651,75;1
id_8643586674304;16035;1;2;646,8;1
id_8643586674368;41041;1;1;519,95;1
id_8640586674084;38172;1;2;642,45;1
id_8640586674080;51241;1;1;521,3;1
id_8640586674098;30074;1;1;579,6;1
id_8640586674096;44043;1;1;698,6;1
id_8640586674015;36030;1;2;587,7;1
id_8640586674048;14099;1;1;528,8;1
id_8640586674029;42001;1;1;683,4;1
id_8640586674006;32163;1;2;510,8;1
id_8640586674069;50921;1;1;550,8;1
id_8646586674688;41067;1;2;551,4;1
id_8646586674681;18064;1;1;504,6;1
id_8646586674672;45009;1;3;608,5;1
id_8646586674619;12022;1;1;675,4;1
id_8646586674610;50510;1;1;623,3;1
id_8646586674625;21047;1;2;491,8;1
id_8646586674624;17086;1;1;514,35;1
id_8646586674639;55020;1;5;561;1
id_8646586674630;42021;1;1;635,2;1
id_8646586674605;36052;1;1;628,2;1
id_8646586674604;30070;1;1;500,15;1
id_8646586674603;21041;1;2;573,75;1
id_8646586674662;40040;1;1;539,4;1
id_8646586674660;25033;1;2;615,8;1
id_8628586672888;38170;1;2;743,9;1
id_8628586672858;50119;1;4;548,2;1
id_8628586672872;55020;1;3;567,9;1
id_8628586672873;51250;1;1;611,25;1
id_8628586672876;32028;1;1;504,9;1
id_8628586672819;26047;1;2;499,6;1
id_8628586672815;23075;1;1;615,1;1
id_8628586672840;26303;1;2;556,6;1
id_8628586672836;38326;1;1;547,35;8
id_8628586672804;41088;1;1;501,9;1
id_8628586672864;13111;1;1;611,25;1
id_8629586672995;41059;1;1;519,1;1
id_8629586672956;14078;1;1;579,3;1
id_8629586672973;40080;1;3;700,6;1
id_8629586672912;50810;1;2;471,2;1
id_8629586672949;16039;1;3;696,9;1
id_8629586672944;41162;1;1;638,5;1
id_8629586672943;18092;1;1;629,3;1
id_8629586672932;53302;1;3;527,3;1
id_8629586672933;49007;1;1;630,5;1
id_8629586672905;47007;1;1;597,4;1
id_8629586672901;55044;1;1;526;1
id_8629586672906;14063;1;1;588,75;1
id_8625586672587;49219;1;3;522,8;1
id_8625586672581;41059;1;1;613,2;1
id_8625586672599;11078;1;2;670,45;1
id_8625586672590;41009;1;4;518,5;2
id_8625586672556;12089;1;2;673,6;1
id_8625586672510;11524;1;1;679,1;1
id_8625586672549;26052;1;2;582,2;1
id_8625586672545;40043;1;1;560,05;1
id_8625586672546;13003;1;1;667,65;1
id_8625586672504;50930;1;5;653,7;1
id_8625586672503;41047;1;1;606,4;1
id_8625586672569;41098;1;1;556;1
id_8627586672788;51140;1;6;517,85;1
id_8627586672786;29086;1;11;598,8;8
id_8627586672757;15270;1;3;691;1
id_8627586672778;22052;1;1;538,9;1
id_8627586672772;42122;1;1;626,4;1
id_8627586672715;50833;1;2;532,5;1
id_8627586672749;43002;1;6;687,6;1
id_8627586672727;17004;1;3;585,8;1
id_8627586672738;36053;1;2;582,7;1
id_8627586672705;50128;1;2;565,4;1
id_8627586672702;29018;1;1;601,7;1
id_8621586672185;43001;1;2;758,3;1
id_8621586672153;13067;1;1;677,15;1
id_8621586672115;41009;1;1;564,1;1
id_8621586672114;14006;1;1;585,9;1
id_8621586672116;53110;1;1;497,65;1
id_8621586672142;23065;1;3;531,8;1
id_8621586672109;38004;1;3;696,95;1
id_8621586672100;12039;1;1;793;1
id_8624586672484;12027;1;2;731,95;1
id_8624586672486;44027;1;1;525;1
id_8624586672499;14030;1;2;693,1;1
id_8624586672458;16008;1;2;675;1
id_8624586672472;41066;1;3;542,9;1
id_8624586672417;12012;1;1;747,95;1
id_8624586672446;15100;1;2;674,2;1
id_8624586672427;55071;1;3;549,7;1
id_8624586672422;41010;1;11;564,5;2
id_8624586672423;50807;1;1;641,8;1
id_8624586672462;30047;1;3;563,1;1
id_8622586672289;27004;1;1;483,8;1
id_8622586672297;35061;1;1;614,3;1
id_8622586672250;30080;1;1;524,15;1
id_8622586672278;49211;1;3;571,3;1
id_8622586672274;50924;1;1;492,45;1
id_8622586672219;38168;1;1;560,2;8
id_8622586672241;41104;1;1;591,2;1
id_8622586672202;35007;1;2;522,7;1
id_8622586672269;35058;1;11;511,2;2
id_8622586672264;49119;1;2;544,45;1
id_8623586672384;38166;1;4;605,9;1
id_8623586672396;49301;1;8;566,9;1
id_8623586672375;45014;1;4;503,55;1
id_8623586672372;44013;1;1;657,8;1
id_8623586672320;11030;1;1;704,5;1
id_8623586672303;42011;1;2;629,3;1
id_8623586672362;35056;1;1;507,35;1
id_8620586672085;41059;1;2;625,7;1
id_8620586672091;45024;1;5;595,6;1
id_8620586672090;43025;1;1;657,8;1
id_8620586672052;14095;1;2;577;1
id_8620586672053;29066;1;1;562,9;1
id_8620586672050;42002;1;1;723,5;1
id_8620586672014;29010;1;3;528,6;1
id_8620586672034;11001;1;2;677;1
id_8620586672005;14067;1;1;622,5;1
id_8620586672007;30073;1;1;611,2;1
id_8620586672002;37066;1;1;579,4;1
id_8620586672006;36031;1;1;564,3;1
id_8626586672689;12013;1;1;699,3;1
id_8626586672682;44027;1;1;556,4;1
id_8626586672692;49012;1;1;521,25;1
id_8626586672655;42021;1;1;649,7;1
id_8626586672678;55001;1;1;563,45;1
id_8626586672647;11038;1;3;616,5;1
id_8626586672637;48002;1;7;637,4;1
id_8626586672630;40041;1;1;586,5;1
id_8626586672608;25037;1;1;592,45;1
id_8626586672602;11042;1;2;702,5;1
id_8626586672665;17077;1;1;702,15;1
id_8626586672664;15103;1;8;656,1;1
id_8638586673858;50119;1;2;689,7;1
id_8638586673877;29026;1;1;537,4;1
id_8638586673876;16030;1;5;651,1;1
id_8638586673817;55030;1;1;521,8;1
id_8638586673812;50928;1;1;546,3;1
id_8638586673849;39103;1;2;554,2;1
id_8638586673842;55076;1;4;524,2;1
id_8638586673820;55020;1;2;593;1
id_8638586673838;39140;1;1;574,4;1
id_8638586673800;25066;1;3;511,9;1
id_8638586673865;21030;1;1;556,85;1
id_8638586673862;35005;1;1;777,15;1
id_8638586673866;12061;1;1;666,45;1
id_8639586673985;12004;1;1;712,9;1
id_8639586673984;39135;1;7;705,15;1
id_8639586673995;12056;2;1;718,5;4
id_8639586673978;50108;1;1;548,1;1
id_8639586673971;24094;1;11;500,55;2
id_8639586673918;14034;1;1;519,85;1
id_8639586673919;35005;1;2;774,7;1
id_8639586673911;41111;1;1;530,1;1
id_8639586673910;51173;1;1;593,9;1
id_8639586673908;11087;2;1;623,3;4
id_8639586673968;17001;1;1;575,6;1
id_8639586673965;41138;1;1;542,4;1
id_8635586673585;49207;1;3;512,05;1
id_8635586673596;16007;1;2;672,5;1
id_8635586673555;16007;1;2;660,35;1
id_8635586673572;41118;1;1;510,8;1
id_8635586673518;11033;1;1;778,2;1
id_8635586673513;36064;1;1;641,1;1
id_8635586673547;24067;1;2;649,9;1
id_8635586673546;29052;1;1;643,9;1
id_8637586673788;11055;1;2;710,3;1
id_8637586673798;19041;1;4;705,2;1
id_8637586673756;12014;1;1;740;1
id_8637586673718;39107;1;2;609;1
id_8637586673715;50128;1;2;621,7;1
id_8637586673721;11095;1;2;725,3;1
id_8637586673723;12021;1;1;783,6;1
id_8637586673732;50210;1;1;472,7;1
id_8637586673730;49314;1;3;532,2;1
id_8637586673766;12021;1;1;711,2;1
id_8631586673155;43014;1;2;787,5;1
id_8631586673151;41009;1;2;514,6;1
id_8631586673152;51140;1;11;538,85;2
id_8631586673174;13091;1;2;708,6;1
id_8631586673115;49309;1;1;535,55;1
id_8631586673112;36001;1;1;634,7;1
id_8631586673146;51210;1;2;539,3;1
id_8631586673129;49002;1;11;490,75;2
id_8631586673124;12058;1;1;810,85;1
id_8631586673120;36029;1;1;610;1
id_8631586673136;11055;1;1;730,95;1
id_8631586673100;25037;1;1;590,35;1
id_8631586673163;41168;1;2;586,4;1
id_8634586673491;30056;1;2;597,7;1
id_8634586673458;29069;1;2;527,1;1
id_8634586673457;43016;1;1;666,2;1
id_8634586673472;41165;1;1;565,6;1
id_8634586673449;12014;1;1;733,8;1
id_8634586673444;13086;1;1;768,65;1
id_8634586673440;41021;1;11;575,9;2
id_8634586673429;12033;1;1;684,6;1
id_8634586673427;18068;1;1;686,6;1
id_8634586673420;26093;1;1;583,6;1
id_8634586673439;36051;1;1;567,4;1
id_8634586673432;12039;1;1;748,75;1
id_8634586673404;18064;1;2;513,8;1
id_8634586673400;36030;1;1;609;1
id_8632586673287;16046;1;1;632,8;1
id_8632586673297;39110;1;1;533,05;1
id_8632586673259;14033;1;1;525,65;1
id_8632586673252;51254;1;1;506,9;1
id_8632586673212;39411;1;2;743;1
id_8632586673241;29049;1;1;507,05;1
id_8632586673244;30077;1;1;627,4;1
id_8632586673242;21030;1;1;535,4;1
id_8632586673225;50124;1;1;568;1
id_8632586673233;13026;1;2;538,35;1
id_8632586673236;41098;1;2;569;1
id_8632586673208;41015;1;2;507,4;1
id_8632586673205;50508;1;1;549;1
id_8632586673268;50833;1;2;600,7;1
id_8632586673262;20050;1;1;570,95;1
id_8633586673389;33009;1;1;699,7;1
id_8633586673385;50927;1;4;596,9;1
id_8633586673398;11069;1;1;749,95;1
id_8633586673393;12039;1;1;750,75;1
id_8633586673375;50129;1;2;644,4;1
id_8633586673325;21082;1;1;585,1;1
id_8633586673327;11085;1;1;704,2;1
id_8633586673324;20076;1;1;585,7;1
id_8633586673333;15540;1;1;552,5;1
id_8633586673304;21076;1;3;504,25;1
id_8633586673300;24047;1;2;750,5;1
id_8633586673306;50210;1;3;606,3;1
id_8633586673368;22050;1;1;751,8;1
id_8633586673367;51275;1;1;499,65;1
id_8633586673363;12024;1;1;624,4;1
id_8630586673094;11055;1;1;727,1;1
id_8630586673051;41098;1;3;702,4;1
id_8630586673071;41028;1;1;497,5;1
id_8630586673049;41057;1;4;510,1;1
id_8630586673021;13074;1;2;658,3;1
id_8630586673026;51140;1;3;495,9;1
id_8636586673687;55020;1;3;498,3;1
id_8636586673699;46401;1;1;551,8;1
id_8636586673695;38323;1;2;664,2;1
id_8636586673690;41076;1;1;531,7;1
id_8636586673655;16100;1;1;665,8;1
id_8636586673675;41111;1;2;541,7;1
id_8636586673677;42002;1;1;734,2;1
id_8636586673672;11072;1;1;630,4;1
id_8636586673672;35023;1;3;618,3;8
id_8636586673640;53301;1;1;589,9;1
id_8636586673628;50919;1;2;608,35;1
id_8636586673608;50127;1;2;650,4;1
id_8636586673662;43025;1;1;680,85;1
id_8608586670886;25066;1;1;552,9;1
id_8608586670891;38080;1;1;585;1
id_8608586670850;11005;1;1;662,45;1
id_8608586670879;38173;1;1;612,65;1
id_8608586670876;22026;1;1;657;1
id_8608586670845;49328;1;1;557,65;1
id_8608586670821;19088;1;1;544,4;1
id_8608586670839;50531;1;3;514,6;1
id_8608586670832;43003;1;2;635,8;1
id_8608586670809;43039;1;11;679,3;8
id_8608586670803;15360;1;1;680,2;1
id_8608586670867;39135;1;9;726,55;1
id_8608586670866;50832;1;1;580,2;1
id_8609586670981;39411;1;2;736,7;1
id_8609586670995;18073;1;1;638,2;1
id_8609586670954;49002;1;7;579,05;1
id_8609586670952;55012;1;6;565,6;1
id_8609586670950;39415;1;2;618;1
id_8609586670978;12039;1;1;766,7;1
id_8609586670918;50510;1;4;590,8;1
id_8609586670947;17013;1;1;768,4;1
id_8609586670921;22095;1;2;518,3;1
id_8609586670920;53305;1;3;643,35;1
id_8609586670937;49214;1;1;497,7;1
id_8609586670930;50233;1;1;531,7;1
id_8609586670936;43023;1;1;568,35;1
id_8609586670903;51150;1;3;522,85;1
id_8609586670900;43013;1;1;641;1
id_8605586670584;30022;1;1;607,45;1
id_8605586670592;13001;1;1;642,5;1
id_8605586670590;19060;1;2;554;1
id_8605586670553;21047;1;3;556,05;1
id_8605586670576;14067;1;2;640,8;1
id_8605586670545;34018;1;1;627,7;1
id_8605586670547;35033;1;4;563;1
id_8605586670540;17056;1;1;599,35;1
id_8605586670535;17088;1;2;590,1;1
id_8605586670508;14034;1;1;563,45;1
id_8605586670501;39102;1;1;669,85;1
id_8605586670562;42002;1;1;662,5;1
id_8605586670560;38032;1;1;563;1
id_8607586670782;18093;1;1;650,4;1
id_8607586670780;17034;1;2;635,85;1
id_8607586670719;41165;1;1;460;1
id_8607586670717;11083;1;1;788,7;1
id_8607586670744;44006;1;1;614,9;1
id_8607586670742;11045;1;1;816,75;1
id_8607586670743;11055;1;1;747,05;1
id_8607586670725;50208;1;1;613,1;1
id_8607586670720;50202;1;1;587,2;1
id_8607586670738;42001;1;1;691,7;1
id_8607586670737;14060;1;2;613,5;1
id_8607586670731;11045;1;1;764;1
id_8607586670732;41059;1;1;526,1;1
id_8607586670704;14030;1;1;694,4;1
id_8607586670765;20096;1;1;688,1;1
id_8607586670766;43013;1;1;668,1;1
id_8601586670195;29010;1;1;534,8;1
id_8601586670197;49108;1;2;503,5;1
id_8601586670190;12005;1;1;709,7;1
id_8601586670152;21041;1;1;546,1;1
id_8601586670170;55076;1;2;557,1;1
id_8601586670176;38009;1;1;607,4;1
id_8601586670111;11072;1;1;621,15;1
id_8601586670123;12035;1;1;698,65;1
id_8601586670120;19028;1;1;520,08;1
id_8601586670131;12039;1;1;771,15;1
id_8601586670136;47302;1;3;737,1;1
id_8601586670109;38325;1;1;540,1;1
id_8601586670169;52445;1;1;477,9;1
id_8601586670163;44028;1;1;642,2;1
id_8604586670494;43015;1;3;629,7;1
id_8604586670453;55090;1;1;563,6;1
id_8604586670450;50929;1;3;652,7;1
id_8604586670474;41197;1;1;504,4;1
id_8604586670427;42021;1;1;623,2;1
id_8604586670420;45005;1;2;615;1
id_8604586670439;42002;1;2;667,9;1
id_8604586670433;34025;1;1;504,2;1
id_8604586670403;15443;1;1;545,7;1
id_8604586670406;41004;1;10;713,05;1
id_8604586670469;50930;1;2;504,6;1
id_8604586670465;12021;1;1;712,65;1
id_8602586670289;35006;1;1;604,8;1
id_8602586670281;44026;1;2;595,8;1
id_8602586670280;37027;1;1;564,4;1
id_8602586670291;40030;1;1;665,05;1
id_8602586670294;19041;1;1;648,8;1
id_8602586670271;12057;1;1;736;1
id_8602586670217;51140;1;1;589,85;1
id_8602586670210;49009;1;1;581,15;1
id_8602586670248;23063;1;1;615,3;1
id_8602586670205;42001;1;1;635,3;1
id_8602586670268;11085;1;1;717;1
id_8602586670262;11083;1;1;781,5;1
id_8603586670384;50109;1;3;509,3;1
id_8603586670383;36020;1;2;760,55;1
id_8603586670380;13086;1;3;784,9;1
id_8603586670398;55020;1;11;579,6;2
id_8603586670310;49316;1;1;567,3;1
id_8603586670322;50126;1;3;518,9;1
id_8603586670301;50528;1;1;560,2;1
id_8603586670361;19020;1;1;550,5;1
id_8600586670082;29068;1;11;576,8;2
id_8600586670096;30021;1;1;558,55;1
id_8600586670059;24048;1;2;689;1
id_8600586670076;14037;1;1;561;1
id_8600586670027;39133;1;1;522,45;1
id_8600586670023;12058;1;1;804,6;1
id_8600586670039;50835;1;1;491,35;1
id_8600586670069;51210;1;1;643,4;1
id_8606586670682;12010;1;1;781,4;1
id_8606586670694;38285;1;1;599,75;1
id_8606586670690;12021;1;1;746,45;1
id_8606586670652;13088;1;1;693,55;1
id_8606586670672;50130;1;1;615,1;1
id_8606586670676;35041;1;1;639,9;1
id_8606586670610;17014;1;1;645,7;1
id_8606586670616;11078;1;3;751,85;1
id_8606586670649;17816;1;1;598,2;1
id_8606586670626;42024;1;1;651,4;1
id_8606586670607;16035;1;3;669,3;1
id_8606586670669;12051;1;2;712,8;1
id_8606586670666;41026;1;1;563,2;1
id_8668586676881;45020;1;2;549,3;1
id_8668586676892;25042;1;3;573;1
id_8668586676877;50810;1;1;540;1
id_8668586676874;24052;1;2;573,7;1
id_8668586676876;19095;1;1;505,5;1
id_8668586676841;15220;1;2;691,5;1
id_8668586676824;11027;1;2;684,1;1
id_8668586676837;11031;1;2;600,1;1
id_8668586676830;43010;1;1;647,5;1
id_8668586676801;41015;1;1;532,8;1
id_8669586676985;33061;1;1;613,3;1
id_8669586676982;44026;1;1;631,4;1
id_8669586676998;38032;1;2;592,8;1
id_8669586676995;42021;1;1;629,6;1
id_8669586676990;13086;1;1;769,15;1
id_8669586676974;21048;1;1;508,6;1
id_8669586676973;43010;1;1;643,2;1
id_8669586676915;17054;1;1;571,3;1
id_8669586676910;52445;1;1;645,25;1
id_8669586676943;11027;1;1;689,2;1
id_8669586676925;39112;1;1;593,2;1
id_8669586676923;36051;3;1;809,524;1
id_8669586676926;18046;1;1;543,5;1
id_8669586676902;19049;1;2;741,2;1
id_8669586676963;43007;1;1;566,3;1
id_8669586676966;49110;1;1;561,55;1
id_8665586676592;12022;1;1;675,95;1
id_8665586676557;13086;1;1;768,9;1
id_8665586676554;25038;1;4;537,85;1
id_8665586676572;17839;1;1;738,3;1
id_8665586676570;55018;1;1;452,1;1
id_8665586676515;12030;1;1;654,05;1
id_8665586676548;22020;1;1;613,9;1
id_8665586676531;47301;1;2;616,4;1
id_8665586676508;39129;1;6;618,8;1
id_8665586676507;39107;1;2;627,5;1
id_8665586676506;23061;1;1;482,15;1
id_8667586676789;19049;1;1;694;1
id_8667586676782;41026;1;1;643,1;1
id_8667586676759;50119;1;11;709,3;2
id_8667586676771;50810;1;2;580,9;1
id_8667586676741;42021;1;1;730,2;1
id_8667586676743;37035;1;1;515,4;1
id_8667586676725;34052;1;3;628,3;1
id_8667586676722;11022;1;1;652,6;1
id_8667586676769;12037;1;1;748,15;1
id_8667586676763;50920;1;1;520,2;1
id_8661586676196;25038;1;1;646,75;1
id_8661586676174;44041;1;1;634,4;1
id_8661586676176;41013;1;3;658,8;1
id_8661586676117;50230;1;1;569;1
id_8661586676147;13091;1;1;706,6;1
id_8661586676129;16016;1;1;559,9;1
id_8661586676125;13086;1;1;786,75;1
id_8661586676137;53304;1;3;544,7;1
id_8661586676133;30021;1;2;562,05;1
id_8661586676161;17000;1;1;516,65;1
id_8664586676483;38285;1;1;542,5;1
id_8664586676480;18063;1;2;611;1
id_8664586676495;26097;1;1;682,35;1
id_8664586676458;53307;1;2;592;1
id_8664586676451;42002;1;2;710,4;1
